"자치구별(1)",자치구별(2),2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"서울시",중랑구,473,3185,2,990,12,891,219,728,-,-,3,363,-,-,-,-,1,213,-,-,132,-,-,-,104,-,-,-,483,3213,2,990,12,905,222,755,-,-,3,363,-,-,-,-,1,200,-,-,139,-,-,-,104,-,-,-,490,3238,2,976,14,1010,224,690,-,-,3,363,-,-,-,-,1,199,-,-,143,-,-,-,103,-,-,-,491,3003,3,1049,12,831,223,638,-,2,286,-,-,-,-,1,199,-,-,147,-,-,-,103,-,-,-,498,3049,3,1041,12,831,228,667,-,2,286,-,-,-,-,1,199,-,-,146,-,-,-,106,25,-,-,511,3018,3,1043,12,813,237,637,-,-,2,272,-,-,-,-,1,199,-,-,148,-,-,-,108,54,-,-,531,3238,3,1045,13,1015,244,579,-,-,2,272,-,-,-,-,1,200,-,-,157,-,1,45,110,82,-,-,535,3320,3,1057,13,1015,247,568,0,0,2,272,0,0,0,0,1,268,0,0,159,0,1,45,109,95,0,0
"서울시",성북구,541,3364,1,1051,5,414,255,649,-,-,6,976,1,233,-,-,-,-,1,-,151,-,-,-,121,41,-,-,529,3070,1,1051,4,384,248,482,-,-,5,908,1,233,-,-,-,-,1,-,148,-,-,-,121,12,-,-,527,3050,1,1051,5,414,248,431,1,-,5,912,1,233,-,-,-,-,1,-,150,-,-,-,115,9,-,-,525,3126,1,1051,6,471,245,451,1,5,919,1,233,-,-,-,-,1,-,150,-,-,-,115,1,-,-,530,3402,1,1048,7,511,251,451,1,6,1161,1,230,-,-,-,-,1,-,150,-,-,-,112,1,-,-,528,3499,1,1032,6,524,250,409,1,-,6,1309,1,224,-,-,-,-,1,-,149,-,-,-,113,1,-,-,540,3484,1,1048,6,517,256,380,1,-,6,1305,1,223,-,-,-,-,1,-,147,-,-,-,121,11,-,-,533,3519,1,1048,6,517,252,370,1,0,6,1292,1,223,0,0,0,0,1,0,148,0,1,38,116,31,0,0
"서울시",강북구,424,2170,1,214,9,934,211,579,-,-,2,282,2,143,-,-,-,-,1,-,110,-,-,-,88,18,-,-,453,1952,1,208,8,795,227,498,-,-,2,282,2,148,-,-,-,-,1,-,119,3,-,-,93,18,-,-,438,2058,1,208,8,791,217,440,-,-,3,450,2,148,-,-,-,-,1,-,118,3,-,-,88,18,-,-,447,2040,1,203,8,802,221,403,-,3,447,2,148,-,-,-,-,1,-,118,1,-,-,93,36,-,-,450,2205,1,201,8,766,223,446,-,6,755,-,-,-,-,-,-,1,-,118,1,-,-,93,36,-,-,461,2233,1,201,8,736,225,389,-,-,6,870,-,-,-,-,-,-,1,-,124,1,-,-,96,36,-,-,466,2355,1,201,10,900,223,356,-,-,6,869,-,-,-,-,-,-,1,-,127,1,-,-,98,28,-,-,467,2299,1,201,8,795,224,379,0,0,6,867,0,0,0,0,0,0,1,0,131,1,0,0,96,56,0,0
"서울시",도봉구,345,2769,1,367,6,657,148,301,1,-,8,902,1,162,-,-,2,380,1,-,98,-,-,-,79,-,-,-,352,2810,1,384,7,914,155,244,1,-,7,732,1,162,-,-,2,374,1,-,99,-,-,-,78,-,-,-,363,3040,1,449,5,522,158,184,1,-,7,856,1,162,-,-,3,672,1,-,101,-,2,195,83,-,-,-,367,3002,1,414,5,525,159,180,1,7,846,1,162,-,-,3,671,1,-,102,-,2,204,85,-,-,-,364,2988,1,417,8,1205,156,174,1,7,860,1,162,-,-,-,-,1,-,103,-,2,170,84,-,-,-,369,2648,1,417,8,1197,162,140,1,-,5,551,1,160,-,-,-,-,1,-,103,-,2,183,85,-,-,-,367,2582,1,354,8,1197,162,140,-,-,5,548,1,160,-,-,-,-,1,-,105,-,2,183,82,-,-,-,366,2508,1,392,5,526,164,111,0,0,5,538,1,157,0,0,3,601,1,0,102,0,2,183,82,0,0,0
"서울시",노원구,684,3503,3,1816,6,368,327,454,1,-,5,712,1,100,-,-,-,-,2,-,185,-,1,32,153,21,-,-,698,3488,3,1748,6,340,334,493,1,-,5,697,1,125,-,-,-,-,2,-,187,-,2,85,157,-,-,-,712,3814,3,1738,7,438,340,425,1,-,6,1003,1,125,-,-,-,-,2,-,191,-,2,85,159,-,-,-,717,3906,3,1664,7,471,346,421,1,8,1265,-,-,-,-,-,-,2,-,191,-,2,85,157,-,-,-,717,3773,3,1657,6,419,348,425,-,7,1185,-,-,-,-,-,-,2,-,192,-,2,85,157,2,-,-,725,3489,3,1566,7,416,350,423,-,-,6,977,-,-,-,-,-,-,3,-,195,-,2,85,159,22,-,-,734,3582,3,1563,6,364,357,428,-,-,7,1075,-,-,-,-,-,-,3,-,199,-,3,137,156,15,-,-,737,3552,3,1536,6,364,363,412,0,0,6,1080,0,0,0,0,0,0,3,0,202,0,3,137,151,23,0,0
"서울시",은평구,593,3635,1,211,10,778,283,631,1,-,6,1044,-,-,1,510,1,309,2,-,150,-,1,36,137,116,-,-,605,3608,1,201,10,841,287,573,1,-,6,1062,-,-,1,493,1,309,2,-,159,-,1,36,136,93,-,-,622,3550,1,200,11,815,293,531,1,-,6,1104,-,-,1,452,1,309,2,-,167,-,2,70,137,69,-,-,623,3292,1,200,9,655,301,490,-,6,1104,-,-,1,435,1,275,1,-,169,-,2,70,132,63,-,-,644,3013,1,200,10,842,309,446,-,5,956,-,-,1,436,-,-,1,-,174,-,2,76,141,57,-,-,662,3736,2,1004,10,804,320,353,-,-,6,1030,-,-,1,430,-,-,1,-,175,-,2,76,145,39,-,-,677,3812,2,950,10,778,321,360,-,-,7,1193,-,-,1,414,-,-,1,-,183,-,2,76,150,41,-,-,688,3753,2,948,9,555,327,326,0,0,6,1040,0,0,1,456,1,220,1,0,187,0,3,128,151,80,0,0
"서울시",서대문구,413,3706,2,2686,3,186,191,439,-,-,2,258,-,-,-,-,-,-,1,9,121,-,1,108,92,20,-,-,424,3545,2,2468,5,270,195,411,-,-,2,259,-,-,-,-,-,-,2,9,123,-,1,108,94,20,-,-,431,3823,3,2642,5,269,203,342,-,-,3,435,-,-,-,-,-,-,2,7,120,-,1,108,94,20,-,-,432,3755,2,2667,4,178,206,340,-,3,435,-,-,-,-,-,-,2,7,120,-,1,108,94,20,-,-,430,3799,2,2659,5,265,205,307,-,3,435,-,-,-,-,-,-,2,7,121,-,1,90,91,36,-,-,435,3742,2,2661,5,255,208,273,-,-,3,436,-,-,-,-,-,-,2,7,125,-,1,90,89,20,-,-,441,3733,2,2662,5,248,211,272,-,-,3,436,-,-,-,-,-,-,2,7,125,-,1,88,92,20,-,-,437,3980,2,2660,5,273,207,271,0,0,4,588,0,0,0,0,0,0,2,7,124,0,2,161,91,20,0,0
"서울시",마포구,667,619,-,-,1,148,321,313,-,-,1,80,-,-,-,-,-,-,2,-,185,-,1,33,156,45,-,-,690,611,-,-,1,142,337,302,-,-,1,80,-,-,-,-,-,-,3,-,193,-,1,33,154,54,-,-,702,757,-,-,1,157,343,302,-,-,2,211,-,-,-,-,-,-,3,-,194,-,1,33,158,54,-,-,717,722,-,-,2,187,349,225,-,2,211,-,-,-,-,-,-,3,-,200,-,1,33,160,66,-,-,715,694,-,-,2,202,357,202,1,2,211,-,-,-,-,-,-,3,-,196,-,1,33,153,46,-,-,730,779,-,-,2,179,370,126,1,-,3,379,-,-,-,-,-,-,3,-,200,-,1,50,150,45,-,-,742,925,-,-,3,191,375,124,1,-,3,379,-,-,-,-,-,-,3,-,204,-,2,179,151,52,-,-,762,1015,0,0,4,234,394,127,1,0,3,379,0,0,0,0,0,0,3,0,204,0,3,213,150,62,0,0
"서울시",양천구,610,2936,2,1118,6,822,269,543,-,-,3,280,-,-,-,-,-,-,5,7,176,-,3,131,146,35,-,-,609,2907,2,1138,5,776,267,545,-,-,3,279,-,-,-,-,-,-,4,7,176,-,3,133,149,29,-,-,613,2853,2,1100,5,764,274,479,-,-,3,279,-,-,-,-,-,-,4,5,173,-,3,168,149,58,-,-,621,2757,2,1064,5,750,274,383,-,3,279,-,-,-,-,-,-,4,-,177,-,3,192,153,89,-,-,627,2791,2,1074,6,777,277,379,-,4,279,-,-,-,-,-,-,4,-,179,-,3,196,152,86,-,-,626,2622,3,1196,5,421,279,350,-,-,5,372,-,-,-,-,-,-,4,-,177,-,3,197,150,86,-,-,638,2886,3,1270,5,453,286,329,-,-,4,596,-,-,-,-,-,-,3,-,183,-,3,197,151,41,-,-,651,3041,3,1310,5,453,293,367,0,0,3,661,0,0,0,0,0,0,3,0,191,0,4,209,149,41,0,0
"서울시",강서구,688,3633,3,524,16,1234,320,662,2,-,7,1107,-,-,-,-,-,-,3,-,184,-,1,61,151,43,1,2,708,3260,3,501,16,1227,325,575,2,-,5,827,-,-,-,-,-,-,3,-,191,-,1,61,161,69,1,-,739,3618,3,500,15,1188,343,585,2,-,6,1001,-,-,-,-,-,-,3,-,195,-,4,247,168,97,-,-,777,3508,3,459,16,1366,358,544,-,5,831,-,-,-,-,-,-,3,-,207,-,3,183,182,125,-,-,802,3616,4,816,15,1205,368,612,2,4,691,-,-,-,-,-,-,3,-,215,-,3,183,187,107,1,2,836,3976,4,974,17,1365,392,551,2,-,4,658,-,-,-,-,-,-,3,-,219,-,4,312,191,116,-,-,861,4729,4,1311,17,1354,410,541,2,-,5,941,-,-,-,-,-,-,3,-,225,-,6,448,189,134,-,-,887,4802,4,1272,16,1134,430,546,2,0,5,936,0,0,0,0,1,177,3,0,232,0,7,509,187,228,0,0
"서울시",구로구,539,3761,2,1269,8,641,248,460,2,1,6,854,1,437,-,-,-,-,1,-,161,-,1,68,108,29,1,2,550,3724,2,1268,8,634,251,422,2,1,5,837,1,426,-,-,-,-,1,-,165,-,2,105,112,29,1,2,566,3866,2,1274,8,608,264,415,2,1,5,1039,1,431,-,-,-,-,2,-,168,-,1,67,112,29,1,2,557,3893,2,1261,8,608,262,368,-,5,1110,1,430,-,-,-,-,2,-,166,-,1,67,109,47,1,2,556,4403,2,1264,8,560,259,400,2,7,1652,1,430,-,-,-,-,2,-,164,-,1,55,110,42,-,-,559,4675,2,1277,8,663,259,264,2,-,8,1895,1,404,-,-,-,-,1,-,166,-,2,128,110,44,-,-,569,4433,2,1275,8,726,266,236,2,-,7,1601,1,403,-,-,-,-,1,-,170,-,2,128,110,64,-,-,583,4628,2,1275,8,642,271,268,2,0,7,1646,1,403,0,0,1,182,1,0,174,0,2,128,114,84,0,0
"서울시",금천구,315,1874,1,189,4,383,133,404,-,-,6,837,-,-,-,-,-,-,-,-,100,-,1,47,70,14,-,-,319,2128,1,189,7,855,135,438,-,-,4,585,-,-,-,-,-,-,-,-,100,-,1,47,71,14,-,-,336,1993,1,189,6,704,145,422,-,-,4,621,-,-,-,-,-,-,-,-,104,-,1,47,75,10,-,-,330,2035,1,236,6,704,143,388,-,4,621,-,-,-,-,-,-,-,-,101,-,1,47,74,39,-,-,339,1911,1,225,6,626,151,342,-,4,621,-,-,-,-,-,-,-,-,103,-,1,47,73,50,-,-,356,2161,1,242,6,627,158,268,-,-,4,640,-,-,-,-,-,-,-,-,106,-,3,334,78,50,-,-,354,2220,1,242,6,628,160,271,-,-,4,671,-,-,-,-,-,-,-,-,106,-,3,348,74,60,-,-,356,2181,1,242,4,365,167,243,0,0,4,671,0,0,0,0,1,212,0,0,105,0,4,409,70,39,0,0
"서울시",영등포구,699,5534,7,2207,10,1047,298,555,9,-,10,1582,-,-,-,-,-,-,2,-,216,-,3,143,144,-,-,-,707,5864,7,2147,11,1183,303,504,9,-,12,1905,-,-,-,-,-,-,1,-,219,-,3,125,142,-,-,-,724,5789,7,2061,10,1147,309,454,9,-,12,2032,-,-,-,-,-,-,2,-,228,-,2,95,145,-,-,-,729,5604,7,2129,9,998,317,434,10,11,1934,-,-,-,-,-,-,2,-,226,-,2,95,145,14,-,-,738,5642,7,2128,8,851,325,392,8,12,2202,-,-,-,-,-,-,2,-,232,-,1,55,143,14,-,-,756,5601,7,2092,8,869,336,335,8,-,12,2166,-,-,-,-,-,-,1,-,234,-,2,101,148,38,-,-,779,5837,7,2110,8,905,354,342,8,-,13,2339,-,-,-,-,-,-,1,-,238,-,2,103,148,38,-,-,793,6157,7,2046,8,716,366,348,9,0,13,2568,0,0,0,0,1,239,0,0,239,0,3,177,147,63,0,0
"서울시",동작구,550,2925,2,1632,5,393,242,333,-,-,3,520,-,-,-,-,-,-,1,-,164,-,-,-,133,47,-,-,556,2919,2,1606,5,411,243,303,-,-,3,522,-,-,-,-,-,-,1,-,165,-,1,30,136,47,-,-,559,2902,2,1599,5,401,250,297,-,-,3,522,-,-,-,-,-,-,1,-,166,-,1,30,131,53,-,-,560,2865,2,1599,5,401,251,266,-,3,522,-,-,-,-,-,-,1,-,168,-,1,30,129,47,-,-,570,2927,2,1599,5,393,257,323,-,3,535,-,-,-,-,-,-,2,-,168,-,1,30,132,47,-,-,576,2747,2,1536,5,310,259,285,-,-,3,523,-,-,-,-,-,-,2,-,172,-,1,50,132,43,-,-,588,2781,2,1572,5,315,269,278,-,-,3,523,-,-,-,-,-,-,2,-,173,-,1,50,133,43,-,-,595,2826,2,1550,5,317,274,284,0,0,3,527,0,0,0,0,0,0,2,0,175,0,1,50,133,98,0,0
